gpr_daily_id,gpr_date,article_count_n10d,gpr_daily_index,gpr_daily_acts_index,gpr_daily_threat_index,gpr_ma30,gpr_ma7,annotated_event
12925,2020-05-21,724,73.2059173583984,27.3677177429199,106.527770996094,66.2019577026367,82.9631271362305,
12926,2020-05-22,757,135.653366088867,69.7991333007813,174.658096313477,66.1483688354492,95.7968902587891,
12927,2020-05-23,1003,36.3292579650879,39.5099258422852,32.9551811218262,63.9947776794434,93.5617218017578,
12928,2020-05-24,373,17.7617568969727,17.7070846557617,14.7694578170776,63.059024810791,85.3168029785156,
12929,2020-05-25,590,129.133987426758,11.1944789886475,205.420623779297,65.7430877685547,84.4650039672852,
12930,2020-05-26,633,120.361862182617,73.0382232666016,147.951232910156,68.3885803222656,87.4486236572266,
12931,2020-05-27,707,23.426929473877,28.0257835388184,31.1683597564697,67.5360641479492,76.5532989501953,
12932,2020-05-28,760,61.0209808349609,43.4522552490234,79.7356338500977,66.3805541992188,74.8125915527344,
12933,2020-05-29,723,137.450942993164,45.675952911377,190.491287231445,68.3135223388672,75.0693893432617,
12934,2020-05-30,983,84.2463836669922,13.4379301071167,134.502731323242,69.2234115600586,81.9146881103516,
12935,2020-05-31,383,77.8410186767578,17.244758605957,129.454498291016,69.8043975830078,90.497444152832,
12936,2020-06-01,676,53.9027290344238,39.0813179016113,73.3447723388672,69.2691802978516,79.7501220703125,
12937,2020-06-02,718,83.0448684692383,82.7892532348633,76.7271270751953,71.1656112670898,74.4191207885742,
12938,2020-06-03,752,114.530265808105,52.6974143981934,190.471008300781,72.9967422485352,87.4338836669922,
12939,2020-06-04,733,36.1535339355469,27.0316867828369,37.5784950256348,72.8139114379883,83.8813934326172,
12940,2020-06-05,753,109.979011535645,61.3986701965332,131.689422607422,73.786735534668,79.9568328857422,
12941,2020-06-06,962,55.0946807861328,27.4625473022461,68.7194290161133,73.7517166137695,75.7922973632813,
12942,2020-06-07,381,60.8608245849609,69.3411254882813,43.3780136108398,73.4310760498047,73.3665618896484,
12943,2020-06-08,656,65.645393371582,50.3410263061523,75.5808944702148,74.7969818115234,75.0440826416016,
12944,2020-06-09,679,68.3003616333008,19.4543228149414,105.474380493164,75.6829986572266,72.9377212524414,
12945,2020-06-10,727,95.6862716674805,45.4246406555176,121.243637084961,77.6088027954102,70.2457275390625,
12946,2020-06-11,720,87.4149780273438,18.346508026123,137.725189208984,79.208122253418,77.5687866210938,
12947,2020-06-12,720,73.6126174926758,55.0395240783691,76.5139923095703,79.6774520874023,72.3735885620117,
12948,2020-06-13,1013,58.861026763916,39.1198959350586,65.2597198486328,78.9018325805664,72.9116363525391,
12949,2020-06-14,370,26.8586578369141,17.8506565093994,29.7784194946289,78.269889831543,68.0541839599609,
12950,2020-06-15,644,102.874778747559,102.558113098145,128.315399169922,79.9665298461914,73.372673034668,
12951,2020-06-16,711,79.2034454345703,27.8681106567383,108.475540161133,80.0907745361328,74.9302520751953,
12952,2020-06-17,744,151.380783081055,150.914825439453,133.282440185547,80.6335830688477,82.8866119384766,
12953,2020-06-18,752,101.315238952637,61.4803161621094,124.538734436035,80.6948699951172,84.8723602294922,
12954,2020-06-19,677,53.8231086730957,78.0471801757813,32.5495262145996,79.1658325195313,82.0452880859375,
12955,2020-06-20,968,82.1297760009766,40.9384880065918,108.131355285645,79.4632949829102,85.3694000244141,
12956,2020-06-21,381,43.4720153808594,34.6705627441406,57.8373489379883,76.3905792236328,87.7427368164063,
12957,2020-06-22,630,131.451110839844,83.8697509765625,166.144668579102,79.5613098144531,91.825065612793,
12958,2020-06-23,705,56.3841285705566,65.5790023803711,62.5135612487793,80.8487243652344,88.5651626586914,
12959,2020-06-24,702,80.2188720703125,37.6338615417481,109.866249084473,79.2182235717773,78.3991775512695,
12960,2020-06-25,731,40.7840080261231,27.1056461334229,45.2175712585449,76.5656280517578,69.7518615722656,
12961,2020-06-26,747,44.3449478149414,8.84169006347656,66.3735809326172,77.2628936767578,68.397834777832,
12962,2020-06-27,895,29.6095428466797,29.5184020996094,24.6212615966797,76.2158432006836,60.894947052002,
12963,2020-06-28,365,36.3021125793457,54.2855529785156,60.372688293457,72.8442153930664,59.8706741333008,
12964,2020-06-29,621,48.008228302002,63.8139381408691,44.3559379577637,71.6362762451172,47.9502639770508,
12965,2020-06-30,689,76.9246520996094,67.1018829345703,87.9522323608398,71.6057357788086,50.8846244812012,
12966,2020-07-01,645,107.851043701172,143.358749389648,145.198654174805,73.4040069580078,54.8320770263672,
12967,2020-07-02,708,23.3938388824463,18.6574649810791,23.3432521820068,71.415641784668,52.3477668762207,
12968,2020-07-03,678,43.9721374511719,29.2245254516602,56.8776588439941,69.0637054443359,52.2945098876953,
12969,2020-07-04,948,24.459888458252,27.8681106567383,23.2447566986084,68.6739196777344,51.5588417053223,
12970,2020-07-05,348,57.1132354736328,0.0,94.9828872680664,66.9117202758789,54.5318603515625,
12971,2020-07-06,644,72.0123443603516,30.7674350738525,94.0979537963867,67.4756469726563,57.9610214233398,
12972,2020-07-07,624,106.172050476074,74.091667175293,123.599533081055,68.9860229492188,62.1392211914063,
12973,2020-07-08,676,68.6034698486328,48.8516464233398,105.942459106445,69.0846252441406,56.5324249267578,
12974,2020-07-09,712,55.8297920227051,18.5526485443115,77.3737030029297,68.6689376831055,61.166130065918,
12975,2020-07-10,714,97.4284591674805,18.5006790161133,146.598236083984,68.7270126342773,68.8027496337891,
12976,2020-07-11,942,21.099157333374,14.0228090286255,29.2410163879395,66.5164794921875,68.3226470947266,
12977,2020-07-12,390,25.4812908172607,0.0,42.3769836425781,64.9121017456055,63.8037948608398,
12978,2020-07-13,643,92.7312927246094,51.3588066101074,111.379623413086,66.0411148071289,66.7636413574219,
12979,2020-07-14,671,93.7984924316406,98.4313354492188,73.8913116455078,68.2724380493164,64.9959945678711,
12980,2020-07-15,671,103.672019958496,39.3725357055664,147.782623291016,68.2990188598633,70.0057830810547,
12981,2020-07-16,674,29.4887351989746,29.3979644775391,24.5208072662354,66.6418609619141,66.2427749633789,
12982,2020-07-17,778,38.3201904296875,16.9787731170654,49.5669059753418,62.8731727600098,57.7987403869629,
12983,2020-07-18,967,30.8305168151855,13.6602745056152,45.5760726928711,60.523681640625,59.1889343261719,
12984,2020-07-19,396,33.4602813720703,0.0,55.646541595459,59.8449211120606,60.3287887573242,
12985,2020-07-20,684,87.1728363037109,67.5923919677734,128.865676879883,60.0130233764648,59.534725189209,
12986,2020-07-21,741,116.230445861816,26.7398490905762,178.429397583008,62.4383049011231,62.7392883300781,
12987,2020-07-22,707,117.134643554688,18.6838550567627,187.010162353516,61.9610900878906,64.6625213623047,
12988,2020-07-23,764,78.0447845458984,34.5798034667969,115.371887207031,62.6831092834473,71.5990982055664,
12989,2020-07-24,750,92.7518997192383,52.8379440307617,110.180152893066,63.1008796691895,79.3750610351563,
12990,2020-07-25,927,35.7342796325684,28.4994277954102,41.5998420715332,62.9325523376465,80.0755920410156,
12991,2020-07-26,422,39.2484321594238,31.3020992279053,52.2180824279785,62.7626686096191,80.902473449707,
12992,2020-07-27,652,137.176879882813,50.6498680114746,185.886764526367,66.3482513427734,88.0459060668945,
12993,2020-07-28,708,121.647964477539,46.6436614990234,171.183853149414,69.1931076049805,88.8198394775391,
12994,2020-07-29,696,80.9104156494141,37.9582901000977,110.813377380371,70.2898483276367,83.6449508666992,
12995,2020-07-30,735,54.0827369689941,26.9581317901611,67.4572372436523,69.528450012207,80.2218017578125,
12996,2020-07-31,772,38.6180191040039,34.2214622497559,42.8161201477051,67.2206878662109,72.4883880615234,
